id,title,level,slug,num_part,full_textkey,full_audioSrc,topic_id,section_id
11,11. Summer vacation,A1,11-summer-vacation,23,"Today is the last day of school.
It is summer vacation.
Grace is very excited.
This summer will be fun.
Grace is going to visit her grandparents.
They have a cottage.
The cottage is on Lake Erie.
It is a lot of fun.
Grace is going to swim.
She is going to play board games.
She is going to talk with her grandparents.
Grace is going to have fun.
Grace is going to a summer camp.
She will sleep in a cabin.
She will make lots of new friends.
Grace will learn campfire songs.
Camp will be fun.
Grace is going to Cape Cod with her parents.
We are going for two weeks.
We are going to drive.
Grace will see the ocean.
Cape Cod will be beautiful.
Summer vacation is fun.
",https://dailydictation.com/upload/general-english/11-summer-vacation-2019-04-08-11-16-05/0-11-summer-vacation.mp3,1,1
12,12. Cleaning up leaves,A1,12-cleaning-up-leaves,24,"The leaves are changing colors.
I see red maple leaves.
I see orange maple leaves.
I see yellow maple leaves.
The leaves are beautiful.
It is starting to get cold.
The wind is strong.
Winter is coming.
The leaves fall off the trees.
On Saturday we will clean them up.
The whole family helps.
My dad gets the rake.
My mom gets the garbage bags.
My brother and I help too.
We gather leaves with our hands.
We make a big pile.
My brother and I jump in the leaves.
We make a big mess.
Our parents don't mind.
Our parents fill our coats with leaves.
We look really big.
Everyone laughs.
Play time is over.
Back to work.
",https://dailydictation.com/upload/general-english/12-cleaning-up-leaves-2019-03-20-00-03-18/0-12-cleaning-up-leaves.mp3,1,1
13,13. Susan's wedding day,A1,13-susans-wedding-day,21,"Susan is getting married.
Her fiancé's name is Michael.
They are in love.
They are getting married today.
Susan wakes up early.
She is getting her hair done.
Susan is having her makeup done too.
Susan looks beautiful.
She puts on her white wedding dress.
She puts on her veil.
Susan needs something blue.
Her garter is blue.
Susan needs something old.
Her grandmother's ring is old.
Susan needs something borrowed.
She is wearing her mother's jewellery.
Susan needs something new.
Her shoes and dress are new.
Susan needs a penny for her shoe.
It will bring her good luck.
Susan is ready to get married.
",https://dailydictation.com/upload/general-english/13-susans-wedding-day-2019-03-20-04-49-01/0-13-susans-wedding-day.mp3,1,1
14,14. Remembrance Day,A2,14-remembrance-day,15,"My grandfather fought in World War II.
My grandmother was a nurse in World War II.
Today is November 11th.
Today is Remembrance Day.
Today we celebrate soldiers.
Everyone wears a poppy.
Poppies are red flowers.
Poppies remind me of my grandparents.
Poppies remind me of their sacrifice.
At 11 A.M, there are two minutes of silence.
People remember their friends and family.
People recite the poem ""In Flanders Field"".
It is a sad poem.
It helps us remember.
Today we wish for peace in the world.
",https://dailydictation.com/upload/general-english/14-remembrance-day-2019-03-20-04-52-03/0-14-remembrance-day.mp3,1,1
15,15. Halloween Night,A1,15-halloween-night,29,"Halloween is fun.
My mom buys candy.
My mom buys potato chips.
My mom buys chocolate bars.
It is for the trick-or-treaters.
My mom buys me a costume.
It is a ghost costume.
I am going to be scary.
My sister is going to dress up as a princess.
She will have a wand.
She will have a crown.
She will look beautiful.
My dad buys a pumpkin.
It is going to be a Jack O'Lantern.
We draw a face on the pumpkin.
We carve the face with a knife.
Our Jack O'Lantern looks funny.
We go trick-or-treating.
We knock on the neighbor's door.
We say, ""trick or treat"".
Our neighbors give us candy.
We say ""Thanks"".
We go to many houses.
We go home.
Our parents check our candy.
It's safe.
We eat lots of candy.
We don't feel very good.
We go to bed.
",https://dailydictation.com/upload/general-english/15-halloween-night-2019-03-20-04-55-19/0-15-halloween-night.mp3,1,1
16,16. Christmas Eve,A1,16-christmas-eve,26,"Ben and Melissa are getting ready for Christmas.
Ben and Melissa's house has lots of lights on the roof.
The lights are many colors.
Inside they listen to Christmas music.
Ben and Melissa drink eggnog.
Eggnog tastes good.
Ben and Melissa hang stockings on the fireplace.
They string popcorn.
Ben and Melissa put the popcorn string on the Christmas tree.
They put Christmas lights on the tree.
They put tinsel on the tree.
Ben and Melissa put ornaments on the tree.
They put a star on top of the tree.
They get ready for Santa Claus.
They leave milk and cookies for Santa.
Ben opens one present.
Melissa opens one present.
They go to sleep.
Ben and Melissa wake up early.
They run downstairs.
There are a lot of presents under our tree.
They wake up their mom and dad.
Ben and Melissa open their presents.
They love our presents.
Everyone cleans up the wrapping paper.
It is time for breakfast.
",https://dailydictation.com/upload/general-english/16-christmas-eve-2019-03-20-05-38-46/0-16-christmas-eve.mp3,1,1
17,17. Thanksgiving,A1,17-thanksgiving,24,"We are having Thanksgiving at our house.
My whole family is coming.
My parents bought a turkey.
It weighs 30 pounds.
It takes a long time to cook.
My mom wakes up early to cook the turkey.
I clean the house with my dad.
The house smells good.
We help Mom in the kitchen.
I peel potatoes and carrots.
My dad makes pumpkin pies.
My mom cooks squash.
I help my mom make stuffing.
I mix the bread and spices.
We make good stuffing.
It goes inside the turkey.
We put on nice clothes.
I set the table.
My dad carves the turkey.
My mom makes the gravy.
Our relatives arrive.
We say ""thank you"" for all we have.
We eat and eat.
It is a good Thanksgiving.
",https://dailydictation.com/upload/general-english/17-thanksgiving-2019-03-20-05-37-29/0-17-thanksgiving.mp3,1,1
18,18. Learning how to drive,A2,18-learning-how-to-drive,18,"Amy is 16 years old.
She lives in a small town.
Amy is learning how to drive.
Amy's dad is giving her lessons.
Amy's dad's name is Howard.
Amy has had three lessons.
Amy and her dad argue during the lessons.
Amy's mom is giving her driving lessons.
Amy's mom's name is Jane.
Jane has given Amy a lesson.
Jane has decided to stop giving Amy lessons.
Jane and Amy argue during the lessons too.
Amy's parents call a driving school.
Amy is going to get lessons from a professional.
The classes cost $300 for 10 lessons.
The lessons are very good.
Amy learns how to drive.
Amy gets her licence.
",https://dailydictation.com/upload/general-english/18-learning-how-to-drive-2019-03-20-05-41-06/0-18-learning-how-to-drive.mp3,1,1
19,19. Housework,B1,19-housework,28,"There is always housework to do when you live in a house.
You have to wash the windows so that you can see outside.
The floors and the carpets need to be vacuumed.
The floors also need to be washed,
and some of them need to be waxed.
The furniture has to be polished.
The bathroom has to be kept clean.
After you have a bath,
you need to clean out the bathtub.
Laundry needs to be done regularly,
or you will run out of clothes to wear.
The clothes go into the washing machine,
and then they have to be dried in the dryer.
Sometimes, we hang the clothes out on the line to be dried.
Some of the clothes need to be ironed.
You have to buy groceries and put them away.
Meals need to be made.
You can't let the dishes pile up in the kitchen.
The dishes have to be washed,
and the counters need to be wiped.
The stove needs to be cleaned,
and sometimes the refrigerator and the cupboards need to be cleaned out.
You can dust the furniture and sweep up the dirt.
You can make the beds.
The beds have to be changed too.
They need to have clean sheets put on them.
There are just so many things to do.
Household chores take up a lot of time
",https://dailydictation.com/upload/general-english/19-housework-2019-03-20-08-38-08/0-19-housework.mp3,1,1
20,20. Working outside,A1,20-working-outside,25,"Today I was working outside.
It was a sunny day,
and I was very hot.
I wore a hat on my head.
I watered all the plants.
I weeded the flower beds.
I cut back all of the plants that were growing too big.
I gave some of the plants plant food.
I cut the lawn.
I raked the lawn.
I filled up the bird baths with water.
I swept the sidewalks and the paths.
I took out the garbage.
I filled the car up with gas.
I washed the car.
I hung out the clothes on the clothesline.
I washed down the lawn furniture.
I washed all of the windows on the house from the outside.
I was so tired.
So I had a glass of lemonade.
I talked to my neighbor,
and I helped her trim a tree.
I planted some bulbs,
and then I went into the house.
I was exhausted.
",https://dailydictation.com/upload/general-english/20-working-outside-2019-03-20-08-39-58/0-20-working-outside.mp3,1,1
21,21. Daily schedule,A1,21-daily-schedule,31,"I wake up every morning at seven o'clock.
I take a shower.
I eat my breakfast.
I usually have toast or cereal.
I brush my teeth.
I put on my clothes.
I catch the school bus.
I ride to school.
In my class, we have math and English before recess.
At recess time, the girls skip, or walk around and talk.
The boys play in the playground or play baseball.
After recess, we have physical education and geography.
We eat lunch, and then we play outside.
When the bell rings, we line up to go back into the classroom.
After lunch, we have history and science.
At recess, we play ball again.
Some of the girls play ball too.
In the winter, we build snowmen.
If it is too cold, we stay indoors and talk to each other.
After recess, we have music and health.
We get out of school at 3:30.
I sometimes walk home with my friends, or I take the bus.
I have a snack and change my clothes when I get home.
If it is raining, I watch television.
If it is nice outside, I play with my friends.
I have supper at 5:30.
On some nights, I help my mother to do the dishes.
After supper, I do my homework.
I wash my face and hands, and brush my teeth.
I change into my pyjamas.
I go to bed at 9 o'clock.
",https://dailydictation.com/upload/general-english/21-daily-schedule-2019-03-20-08-42-31/0-21-daily-schedule.mp3,1,2
22,22. Meals,A2,22-meals,32,"Breakfast is very rushed at our house.
My brothers and sisters and I have toast or cereal.
We also have orange juice.
On weekends my mother makes bacon and eggs for us.
My father just has a cup of coffee for breakfast.
My mother packs a lunch for all of us.
We usually have a sandwich
a piece of fruit and a drink of juice or milk.
My favorite sandwiches are egg salad, tuna, roast beef, and ham.
My brother always wants peanut butter and jam sandwiches.
My mother sometimes packs a treat for us.
Today we had cookies with our lunch.
At supper time, the family sits around the table and talks about what they did all day.
My mother makes good suppers.
We sometimes have spaghetti.
My mother makes a roast of beef with potatoes and vegetables quite often.
She makes many different dishes out of chicken.
She makes soups or stews.
She also makes casseroles.
My brothers and sisters and I have milk with our dinner.
My parents sometimes have wine with their dinner.
Sometimes we have salad before our dinner.
I set the table for my mother.
I put out the forks, the knives and spoons.
I also put out glasses and fill them full of milk or water.
For dessert, we sometimes have ice cream, cake or pie.
My mother says that it is better to have fruit because it is better for you.
Tonight I ate a peach for dessert.
My favorite fruits are apples, peaches, plums and bananas.
After supper, my mother always has a cup of tea with sugar and cream in it.
After dinner, I help my mother with the dishes.
Usually she washes the dishes, and I will dry them.
",https://dailydictation.com/upload/general-english/22-meals-2019-03-20-08-44-53/0-22-meals.mp3,1,2
23,23. Seasons,A2,23-seasons,29,"There are four seasons.
Winter is the cold season.
It snows in the winter.
The winds blow,
and ice forms on the water.
We play hockey on the ice.
We play in the snow.
After winter is the spring.
That is when it begins to get warmer.
Trees get buds on them.
Flowers start to bloom.
It rains a lot in the spring.
Spring is followed by the summer.
It can get very hot in the summertime.
The sun shines brightly.
We go swimming in the summer.
We spend a lot of time outdoors.
Many people go on vacations in the summer.
We get a summer vacation from school.
Summer is followed by the fall or autumn.
The leaves on the trees change colors.
They change from green to red,
orange and brown.
The leaves fall off the trees.
The weather gets cooler.
The days get shorter.
We go back to school in the fall.
Then, winter comes again.
The seasons follow one after each other.
",https://dailydictation.com/upload/general-english/23-seasons-2019-03-20-08-47-09/0-23-seasons.mp3,1,2
24,24. Weather,B1,24-weather,28,"You can watch the weatherman on TV,
to find out what the weather will be like.
It might be a nice clear day with no clouds in the sky.
The sun might be shining.
It could be a cloudy day.
Sometimes, cloudy days are just dull.
On some cloudy days, it begins to rain or snow.
Some days are rainy.
You need a raincoat, umbrella and boots on a rainy day.
Rain makes the flowers and grass grow.
The weather forecast might say that it will be windy.
You could have a gentle breeze.
It might be very gusty so that the wind pushes you.
It is dangerous if the wind is very strong.
A hurricane or tornado is very dangerous.
Once in a while, the weatherman says there will be hail.
Hail stones are hard cold pellets of ice that fall from the sky.
Sometimes, the weatherman will say that there will be snow flurries.
Sometimes, there is just a light dusting of snow.
Sometimes, there is a blizzard or a snowstorm.
It can be dangerous driving through a blizzard.
If there is a lot of snow, the streets have to be plowed.
You need a hat, coat, mittens and boots on a very cold day.
Sometimes, the weather forecast is wrong.
The weatherman might say that it will be a sunny day, but then the clouds come in and it rains.
That is not good if you are planning a picnic.
I prefer sunny days that are warm but not too hot.
I like to feel a gentle breeze to cool me down.
",https://dailydictation.com/upload/general-english/24-weather-2019-03-20-08-52-34/0-24-weather.mp3,1,2
25,25. House,A1,25-house,29,"A house is divided into different rooms.
In my house, there is a living room.
There is a couch, two chairs, a coffee table and a television set in the living room.
In the kitchen, there is a stove and a refrigerator.
There is also a sink and a dishwasher in the kitchen.
There is a kitchen table and chairs.
We eat most of our meals at the kitchen table.
We have a dining room.
There is a dining table and chairs in there.
There is a washroom or bathroom.
There is a toilet, sink and bathtub in the bathroom.
There is also a shower in the bathroom.
We have three bedrooms.
The bedrooms are upstairs.
My brother's room, my room and my parents' room all have beds in them.
We also have dressers in our rooms.
There are closets in all of the bedrooms.
We keep our clothes in the closets.
There is a basement in our house.
We store things in the basement.
There is a laundry room in the basement.
There is a washing machine and a dryer in the laundry room.
This is where we wash and dry our clothes.
There is a garage attached to the house.
We keep the car in the garage.
You drive up the driveway and into the garage.
We also have a front yard and a backyard.
There is a vegetable garden in the backyard.
There are some flowers and a tree planted in the front yard.
",https://dailydictation.com/upload/general-english/25-house-2019-03-20-08-57-17/0-25-house.mp3,1,2
26,26. School,A2,26-school,32,"There are different types of schools.
There is an elementary school.
The children at the elementary school are young.
There is a playground for them to play in.
The classrooms are bright and airy.
There are blackboards in the classrooms.
The children sit in desks to do their work.
There is a parking lot for the teachers to park in.
There is a cafeteria for the students to get food.
The principal has an office.
Nobody wants to go to the principal's office.
It usually means that you are in trouble if you have to go to the principal's office.
When you finish elementary school, you go to high school.
Most of the students in high school are teenagers.
There is a parking lot outside the high school.
There is also a football field outside.
The students go to classes in different classrooms.
They move from classroom to classroom for each subject.
There is a cafeteria where they can get their lunches or eat the lunches that they have brought from home.
There is a gymnasium where students have physical education.
Dances are also held in the gymnasium.
Some students go on to university from high school.
Students at the university are older.
Some of the students are even senior citizens.
People come from all over the world to attend the university.
There are lots of different things at the university.
There is a theater where plays and concerts are held.
There is a bookstore where students can buy their textbooks.
There is a physical education building that has a swimming pool in it.
The parking lot at the university is very big.
They call the land that the university is on a campus.
Some of the students live on campus in residence.
",https://dailydictation.com/upload/general-english/26-school-2019-03-20-08-59-42/0-26-school.mp3,1,2
27,27. Subjects,A2,27-subjects,24,"There are many subjects that you can take at school.
My favorite subject is music.
I like to sing and to play the clarinet.
I also like art.
I am quite good at drawing and painting.
History is a good subject.
I like learning about the past.
Geography is very interesting.
We look at many maps in geography.
We learn where there are deserts and mountains.
I know the names of all the continents and all the oceans.
Mathematics is my least favorite subject.
I'm not very good with numbers.
I am good at addition and subtraction,
but I'm not good at division and multiplication.
In my school, we learn to speak French.
We learn French because Canada has French and English-speaking citizens.
English literature is a good subject.
I enjoy reading books.
I also like to write compositions and poetry.
Science is my brother's favorite subject.
He is interested in plants, and he likes to do experiments.
We also take drama at my school. I like to act.
I got the lead role in the school play.
",https://dailydictation.com/upload/general-english/27-subjects-2019-03-20-09-10-55/0-27-subjects.mp3,1,2
28,28. International students,B1,28-international-students,28,"We have many international students at my school.
Some of the students come from England.
They speak English, but they have an accent that is different from a Canadian accent.
Many students are from Japan.
They are learning our language and our customs.
We have students from Germany, Italy, China, Korea and Iran.
We try to make those students feel welcome here.
The students like to see what is here.
They go sightseeing.
They visit all the places that the tourists like to go to.
Niagara Falls and Toronto are interesting places to visit.
The students practice their English by talking to Canadians.
When they first get here, we show them around.
They do many exercises to learn the language.
They listen to English songs.
They read story books that are written in English.
They listen to English language tapes.
The best way to learn the language is to talk to other people.
It is good to ask questions in English.
Canadians try to be helpful to international students.
Some of the international students live with host families.
The host families have the students living in their homes.
It is a good way for the host families and the students to make friends.
Many of the international students stay in contact with their friends and host families
even after they have gone back to their homelands.
The international students learn a lot from their host families
because they eat Canadian foods,
and they learn what it is like to live in a Canadian household.
",https://dailydictation.com/upload/general-english/28-international-students-2019-03-20-09-11-26/0-28-international-students.mp3,1,2
29,29. Interests and hobbies,B1,29-interests-and-hobbies,32,"It is very rewarding to have different interests and hobbies.
Some people like to play computer games.
Other people spend a lot of time watching television.
There are people who would rather watch movies.
Some people prefer more physical things.
They would rather play a sport
like baseball, hockey or basketball.
Some people do exercises at a gym, or they just go for walks.
There are many ways to exercise.
They can ride a bicycle or lift weights.
There are people who like to collect things.
They can collect all kinds of different things.
You can collect stamps, coins, dolls,
postcards, movies, rocks or posters.
Some people even collect bugs or leaves.
Some people are lucky enough to be able to travel.
You can travel to a nearby place
or you can travel far away to a different country.
There are people who like to listen to music.
People have different tastes in music.
Some people like rock music
rap, classical music, or folk music.
There are many different types of music.
Some people would rather play music than listen to it.
You can play an instrument or you can sing.
Many people learn to play the guitar or the piano.
Some people join bands or orchestras.
There are people who like to read books.
There are a lot of different hobbies.
It depends on what you consider to be fun.
You can have more than one hobby or interest.
It is good to be interested in a lot of different things.
",https://dailydictation.com/upload/general-english/29-interests-and-hobbies-2019-03-20-09-22-32/0-29-interests-and-hobbies.mp3,1,2
30,30. Movies,A2,30-movies,31,"I go to the movies almost every week.
Sometimes, I rent movies from the video store.
My favorite films are action films.
I like to watch car chases.
I like it when the bad guy has a shootout with the good guys.
I like the good guys to win.
I also like science fiction movies.
I like things that take place in the future.
I like movies that have aliens from different planets in them.
Some of the science fiction movies can be silly and unbelievable.
I don't like those ones.
My mother likes dramas.
She has a lot of favorite actors and actresses.
She sometimes watches sad movies that make her cry.
She also likes comedies.
She laughs out loud if a comedy is very funny.
My father likes horror movies.
He likes movies with monsters in them.
He also likes thrillers.
I have watched some thrillers that keep you tense and on the edge of your seat.
Sometimes, I have to shut my eyes if the movie gets too scary.
My brother likes animated films.
In animated films, there are no actors, just cartoon characters.
My brother goes to the movies on Saturday afternoons with his friends.
He goes to the matinee.
He gets popcorn, candy and pop.
He usually comes back with a stomachache because he eats so much.
Sometimes, my father watches documentaries.
Documentaries are about real things.
You can learn a lot from watching a documentary.
I watch documentaries with him sometimes, but I would rather see a good action film.
",https://dailydictation.com/upload/general-english/30-movies-2019-03-20-09-25-36/0-30-movies.mp3,1,2
31,31. Flowers,B1,31-flowers,35,"There are hundreds of different types of flowers.
Most people like roses.
Roses grow on bushes, and they smell beautiful.
You have to be careful that you don't prick your finger on a rose thorn.
Roses come in many colors.
There are red, pink, yellow and white roses.
In the spring, tulips are in bloom.
In Ottawa, there are many tulips.
Some people go there just to see all the tulips in the spring.
Forget-me-nots are also spring flowers.
They are tiny and blue.
Lilies of the valley look like white bells.
Where I live, many of the trees have blossoms on them in the springtime.
The apple and cherry trees look particularly beautiful when they are in blossom.
We have a blossom festival in my town.
My neighbors like to plant geraniums, petunias and marigolds in the summer.
Some people plant sunflowers.
Sunflowers grow very tall.
They have bright yellow petals.
All of those flowers grow best in the sunshine.
If your garden is shady, you have to plant different things.
Hostas grow well in a shady garden.
Chrysanthemums are fall flowers.
Chrysanthemums come in many colors also.
There are purple, yellow and white chrysanthemums.
Flowers are good to give as gifts.
Women like to receive a dozen roses on Valentine's Day.
Carnations also make a nice gift.
They have a very sweet smell.
Many people give away lilies for Easter.
Poinsettias are very festive at Christmas time.
If someone goes to a dance, they often give their partner a flower to wear.
Sometimes, a girl will get an orchid from her date
If you go to a wedding, you will probably see a lot of flowers there.
Flowers help to make places beautiful.
",https://dailydictation.com/upload/general-english/31-flowers-2019-03-20-09-26-54/0-31-flowers.mp3,1,2
32,32. The shopping mall,A2,32-the-shopping-mall,40,"There are many different stores in the shopping mall.
There are ladies' wear stores.
They sell dresses, blouses, and many kinds of clothes for women.
In the men's wear stores there are suits, ties, shirts and slacks.
There are also clothing stores that appeal just to teenagers.
Some clothing stores only sell children's clothes.
There is even a store that sells bathing suits and cover-ups for the beach or pool.
There are lingerie stores that sell ladies' underwear and nightwear.
There are hardware stores that sell tools.
There are shoe stores.
You buy shoes and boots in a shoe store.
There are bookstores.
You can buy a book on almost any topic at the bookstore.
There are stores that sell compact discs.
Those stores also have tapes and videos.
There are sports stores that sell special shoes and clothes for sports.
They also sell sports equipment, and t-shirts and hats with the logo of your favorite teams.
There are gift stores that sell all kinds of things that someone might want for their house.
There are kitchen stores where you can buy utensils and pots and pans.
Those kinds of stores also sell aprons and napkins, and anything you might need for your kitchen.
There is a movie theater at the mall.
There is a jewellery store that has a lot of gold and silver jewellery.
There is a hairdresser in the mall.
Sometimes, I go in there to get my hair cut.
There are fast food places in the mall.
You can get a quick lunch like a hamburger or some french fries.
There are also fancier restaurants in the mall.
You can sit down for a nice meal.
There is a furniture store in the mall.
You can buy a new sofa or bed at the furniture store.
There are bulk food stores.
At a bulk food store, all the foods are in bins.
You take as much as you want and pay for it at the counter.
There is even a telephone store and an electronics store at the mall.
My brother's favorite store is the toy store.
He could spend hours in there.
There are also department stores at the mall.
Department stores sell all kinds of things.
They sell perfume, clothes, shoes, kitchen utensils, or just about anything you might need.
You can get almost anything you want at the shopping mall.
",https://dailydictation.com/upload/general-english/32-the-shopping-mall-2019-03-20-09-28-01/0-32-the-shopping-mall.mp3,1,2
